NAME,median_household_income,total_poverty_determined,total_below_poverty,total_education_25plus,bachelors_degree,total_employment_16plus,in_labor_force,unemployed,median_home_value,median_gross_rent,total_occupied_housing,owner_occupied,renter_occupied,total_population,median_age,total_race,white_alone,black_alone,asian_alone,hispanic_or_latino,total_internet_hh,with_internet,state,county,tract,county_name,poverty_rate,unemployment_rate,homeownership_rate,internet_access_rate
Census Tract 1; Fulton County; Georgia,154808,5159,438,4097,1882,4364,2842,60,831500,1707,2458,1545,913,5160,44.8,5160,4439,140,298,90,2458,2443,13,121,000100,Fulton,8.49,2.11,62.86,99.39
Census Tract 214.11; DeKalb County; Georgia,127764,4124,211,3002,1511,3410,2969,87,860600,1792,2045,978,1067,4124,33.0,4124,3258,441,173,174,2045,1998,13,089,021411,DeKalb,5.12,2.93,47.82,97.7
Census Tract 214.12; DeKalb County; Georgia,163077,3812,69,2592,1356,2775,2186,69,545900,2384,1502,1303,199,3812,35.2,3812,3158,148,183,248,1502,1409,13,089,021412,DeKalb,1.81,3.16,86.75,93.81
Census Tract 214.15; DeKalb County; Georgia,106789,4365,633,3146,1530,3468,2767,62,681900,1806,2017,919,1098,4429,33.3,4429,2419,903,480,467,2017,1932,13,089,021415,DeKalb,14.5,2.24,45.56,95.79
Census Tract 214.16; DeKalb County; Georgia,123942,2162,47,1648,674,1816,1643,60,524600,1468,953,668,285,2181,32.3,2181,1557,128,75,915,953,848,13,089,021416,DeKalb,2.17,3.65,70.09,88.98
Census Tract 214.17; DeKalb County; Georgia,71540,4381,1248,2730,638,3141,2778,39,339600,1611,1787,351,1436,4465,27.4,4465,2361,482,34,2494,1787,1479,13,089,021417,DeKalb,28.49,1.4,19.64,82.76
Census Tract 214.18; DeKalb County; Georgia,50000,2193,742,1374,242,1786,1454,22,443000,1565,946,65,881,2193,31.9,2193,852,297,85,1142,946,825,13,089,021418,DeKalb,33.83,1.51,6.87,87.21
Census Tract 214.19; DeKalb County; Georgia,81680,1988,209,1322,428,1633,1301,12,452300,1538,927,231,696,1988,32.7,1988,620,799,92,601,927,782,13,089,021419,DeKalb,10.51,0.92,24.92,84.36
Census Tract 214.20; DeKalb County; Georgia,52419,1370,229,785,97,982,771,15,461100,1483,496,17,479,1370,29.6,1370,525,69,18,1027,496,379,13,089,021420,DeKalb,16.72,1.95,3.43,76.41
Census Tract 214.21; DeKalb County; Georgia,85494,1836,447,1201,407,1425,1138,158,516900,1580,673,260,413,1864,33.0,1864,865,376,117,630,673,594,13,089,021421,DeKalb,24.35,13.88,38.63,88.26
Census Tract 215.02; DeKalb County; Georgia,105676,4484,382,3600,1635,4214,3373,159,500700,1800,2438,1064,1374,4484,32.2,4484,2909,651,222,323,2438,2319,13,089,021502,DeKalb,8.52,4.71,43.64,95.12
Census Tract 215.03; DeKalb County; Georgia,74783,3587,524,2528,921,2978,2197,15,494500,1409,1532,634,898,3707,32.0,3707,2306,851,251,257,1532,1471,13,089,021503,DeKalb,14.61,0.68,41.38,96.02
Census Tract 215.05; DeKalb County; Georgia,101563,2850,672,2225,1042,2744,1782,9,544200,1755,1365,325,1040,2944,29.8,2944,1591,524,688,193,1365,1335,13,089,021505,DeKalb,23.58,0.51,23.81,97.8
Census Tract 215.06; DeKalb County; Georgia,109360,2592,472,2167,596,2496,1557,46,461800,1842,1280,601,679,2774,40.3,2774,1549,546,573,62,1280,1226,13,089,021506,DeKalb,18.21,2.95,46.95,95.78
Census Tract 216.02; DeKalb County; Georgia,122697,3803,122,2898,976,3216,1986,62,466100,1382,1747,1318,429,3803,48.9,3803,2914,366,187,128,1747,1634,13,089,021602,DeKalb,3.21,3.12,75.44,93.53
Census Tract 216.04; DeKalb County; Georgia,182105,3073,50,2201,755,2451,1648,0,533900,-666666666,1252,1215,37,3073,45.1,3073,2537,47,233,102,1252,1223,13,089,021604,DeKalb,1.63,0.0,97.04,97.68
Census Tract 216.06; DeKalb County; Georgia,84865,4247,472,2540,890,3242,2327,128,457900,1823,1644,711,933,4248,30.6,4248,2930,748,296,335,1644,1550,13,089,021606,DeKalb,11.11,5.5,43.25,94.28
Census Tract 216.07; DeKalb County; Georgia,98306,1667,131,1403,580,1558,1127,36,284800,1733,926,518,408,1667,45.5,1667,996,287,215,178,926,817,13,089,021607,DeKalb,7.86,3.19,55.94,88.23
Census Tract 216.08; DeKalb County; Georgia,65385,3360,566,2578,1044,2759,2196,5,511900,1589,1800,467,1333,3360,34.8,3360,1414,1191,102,493,1800,1699,13,089,021608,DeKalb,16.85,0.23,25.94,94.39
Census Tract 216.09; DeKalb County; Georgia,143317,1738,23,1203,502,1368,1007,0,515600,1745,691,480,211,1738,38.9,1738,1133,165,121,257,691,640,13,089,021609,DeKalb,1.32,0.0,69.46,92.62
Census Tract 217.03; DeKalb County; Georgia,184583,4221,184,3199,1015,3423,2180,21,542900,-666666666,1645,1538,107,4346,48.9,4346,3565,215,313,204,1645,1629,13,089,021703,DeKalb,4.36,0.96,93.5,99.03
Census Tract 217.07; DeKalb County; Georgia,137708,2748,129,2037,814,2339,1550,58,554000,-666666666,1053,1014,39,2748,45.8,2748,1940,399,304,206,1053,1029,13,089,021707,DeKalb,4.69,3.74,96.3,97.72
Census Tract 217.08; DeKalb County; Georgia,81739,3903,351,2897,717,3194,2298,84,329400,1657,1538,885,653,3903,38.8,3903,2946,550,174,473,1538,1472,13,089,021708,DeKalb,8.99,3.66,57.54,95.71
Census Tract 217.09; DeKalb County; Georgia,66250,3006,146,2388,564,2469,1868,68,442600,1645,1558,716,842,3006,43.9,3006,1669,975,136,310,1558,1361,13,089,021709,DeKalb,4.86,3.64,45.96,87.36
Census Tract 217.10; DeKalb County; Georgia,164167,2397,4,1877,562,2080,1325,71,476600,1756,976,871,105,2398,49.0,2398,1702,279,298,69,976,959,13,089,021710,DeKalb,0.17,5.36,89.24,98.26
Census Tract 217.11; DeKalb County; Georgia,72112,2576,456,1527,458,1832,1169,59,350000,1496,819,577,242,2669,27.6,2669,1498,437,346,740,819,724,13,089,021711,DeKalb,17.7,5.05,70.45,88.4
Census Tract 217.12; DeKalb County; Georgia,43102,2153,330,1270,433,1919,1395,35,349000,1371,1276,230,1046,2272,26.6,2272,727,1225,107,167,1276,1152,13,089,021712,DeKalb,15.33,2.51,18.03,90.28
Census Tract 218.08; DeKalb County; Georgia,122135,4875,559,3060,916,3697,2416,98,385100,1702,1525,1171,354,4875,37.4,4875,3339,461,211,1240,1525,1394,13,089,021808,DeKalb,11.47,4.06,76.79,91.41
Census Tract 218.12; DeKalb County; Georgia,76750,2973,446,2260,692,2506,1550,25,294000,1426,1043,758,285,2973,40.5,2973,1092,660,466,891,1043,954,13,089,021812,DeKalb,15.0,1.61,72.67,91.47
Census Tract 218.13; DeKalb County; Georgia,51199,2202,421,1471,362,1726,1428,182,-666666666,1246,1037,16,1021,2202,29.4,2202,322,1430,74,560,1037,915,13,089,021813,DeKalb,19.12,12.75,1.54,88.24
Census Tract 218.15; DeKalb County; Georgia,46745,4429,541,2635,541,3247,2693,71,203800,1394,1896,271,1625,4429,29.1,4429,630,2504,223,1515,1896,1754,13,089,021815,DeKalb,12.21,2.64,14.29,92.51
Census Tract 218.16; DeKalb County; Georgia,103086,2364,207,1839,563,1976,1573,47,270200,1391,1035,802,233,2376,40.6,2376,1713,319,96,918,1035,909,13,089,021816,DeKalb,8.76,2.99,77.49,87.83
Census Tract 218.17; DeKalb County; Georgia,91389,2542,93,1600,438,2336,1695,309,269000,2012,856,653,203,2643,36.8,2643,967,994,559,125,856,805,13,089,021817,DeKalb,3.66,18.23,76.29,94.04
Census Tract 218.18; DeKalb County; Georgia,83133,5158,169,3811,1015,4660,2695,83,290200,1382,1921,1439,482,5167,46.0,5167,2150,1889,421,739,1921,1744,13,089,021818,DeKalb,3.28,3.08,74.91,90.79
Census Tract 218.19; DeKalb County; Georgia,126518,3172,237,2458,816,2715,1727,200,369700,2759,1283,1232,51,3181,49.8,3181,2352,206,387,133,1283,1265,13,089,021819,DeKalb,7.47,11.58,96.02,98.6
Census Tract 218.20; DeKalb County; Georgia,58820,2114,66,1619,509,1715,1344,0,248800,1686,1329,413,916,2114,33.0,2114,584,1197,260,33,1329,1290,13,089,021820,DeKalb,3.12,0.0,31.08,97.07
Census Tract 218.21; DeKalb County; Georgia,154125,2961,33,2136,711,2515,1617,68,378200,2162,1279,1072,207,2961,50.0,2961,2373,332,98,116,1279,1258,13,089,021821,DeKalb,1.11,4.21,83.82,98.36
Census Tract 218.22; DeKalb County; Georgia,101473,3855,231,3581,986,3770,2007,66,339300,1087,1810,1451,359,4005,51.7,4005,2712,417,387,470,1810,1779,13,089,021822,DeKalb,5.99,3.29,80.17,98.29
Census Tract 218.23; DeKalb County; Georgia,97614,3829,162,2718,986,3013,2081,87,355800,1565,1531,1009,522,3829,45.3,3829,1795,1397,249,309,1531,1494,13,089,021823,DeKalb,4.23,4.18,65.9,97.58
Census Tract 218.24; DeKalb County; Georgia,42037,2745,622,1766,162,2166,1373,62,183900,1450,902,417,485,2868,34.2,2868,945,1429,0,872,902,885,13,089,021824,DeKalb,22.66,4.52,46.23,98.12
Census Tract 219.06; DeKalb County; Georgia,46605,5864,971,3886,504,4541,2785,204,162800,1333,1983,1138,845,5868,34.9,5868,603,4963,158,94,1983,1745,13,089,021906,DeKalb,16.56,7.32,57.39,88.0
Census Tract 219.08; DeKalb County; Georgia,50422,5486,459,3901,644,4444,2794,113,209900,1169,1974,742,1232,5492,35.2,5492,417,4438,398,105,1974,1784,13,089,021908,DeKalb,8.37,4.04,37.59,90.37
Census Tract 219.10; DeKalb County; Georgia,46368,7856,1201,4804,1116,5659,3973,443,219500,1341,2258,1457,801,7857,31.5,7857,1087,5848,220,574,2258,2141,13,089,021910,DeKalb,15.29,11.15,64.53,94.82
Census Tract 219.11; DeKalb County; Georgia,43661,2875,1119,1574,400,2065,1608,116,-666666666,1319,1178,41,1137,2949,27.3,2949,16,2679,31,181,1178,885,13,089,021911,DeKalb,38.92,7.21,3.48,75.13
Census Tract 219.12; DeKalb County; Georgia,148889,3485,440,2772,797,3097,1937,169,461600,-666666666,1204,1194,10,3485,53.3,3485,1974,1141,43,109,1204,1152,13,089,021912,DeKalb,12.63,8.72,99.17,95.68
Census Tract 219.13; DeKalb County; Georgia,33772,4035,1434,2680,389,2906,1912,213,274200,1237,1928,148,1780,4189,31.0,4189,783,3231,0,278,1928,1569,13,089,021913,DeKalb,35.54,11.14,7.68,81.38
Census Tract 219.14; DeKalb County; Georgia,38675,3647,270,2875,254,3397,2256,131,177800,1379,1534,917,617,3694,35.3,3694,700,2878,11,6,1534,1108,13,089,021914,DeKalb,7.4,5.81,59.78,72.23
Census Tract 219.15; DeKalb County; Georgia,119615,4546,144,3539,1372,4069,2365,34,242200,2260,1740,1438,302,4577,48.9,4577,870,3238,0,47,1740,1579,13,089,021915,DeKalb,3.17,1.44,82.64,90.75
Census Tract 219.16; DeKalb County; Georgia,56344,2928,417,2201,409,2368,1700,114,160600,1187,1098,446,652,3003,32.8,3003,666,2221,79,3,1098,1062,13,089,021916,DeKalb,14.24,6.71,40.62,96.72
Census Tract 219.17; DeKalb County; Georgia,52564,2979,548,1827,472,2078,1645,119,170400,1180,1114,399,715,2979,30.9,2979,310,2392,0,17,1114,1027,13,089,021917,DeKalb,18.4,7.23,35.82,92.19
Census Tract 220.01; DeKalb County; Georgia,98500,4743,284,3384,826,3570,2323,121,281000,1676,1796,1098,698,4743,39.9,4743,2926,956,100,944,1796,1698,13,089,022001,DeKalb,5.99,5.21,61.14,94.54
Census Tract 220.05; DeKalb County; Georgia,54224,4755,646,2894,484,3378,2166,97,206700,1188,1502,496,1006,4804,31.9,4804,498,3680,308,128,1502,1414,13,089,022005,DeKalb,13.59,4.48,33.02,94.14
Census Tract 220.07; DeKalb County; Georgia,50324,4923,1617,2480,429,3128,2175,203,189900,1234,1187,152,1035,4934,25.3,4934,448,3307,769,113,1187,1035,13,089,022007,DeKalb,32.85,9.33,12.81,87.19
Census Tract 220.10; DeKalb County; Georgia,84583,2227,212,1394,300,1655,1135,49,232000,1384,632,423,209,2284,34.5,2284,502,971,700,73,632,590,13,089,022010,DeKalb,9.52,4.32,66.93,93.35
Census Tract 220.11; DeKalb County; Georgia,46250,6572,1456,2932,661,3686,2758,236,288800,1090,1422,415,1007,6572,22.9,6572,580,4598,1101,0,1422,1314,13,089,022011,DeKalb,22.15,8.56,29.18,92.41
Census Tract 220.12; DeKalb County; Georgia,37357,3502,1329,1969,106,2374,1849,159,-666666666,1067,854,130,724,3502,25.8,3502,510,857,2017,91,854,702,13,089,022012,DeKalb,37.95,8.6,15.22,82.2
Census Tract 220.13; DeKalb County; Georgia,52379,3209,816,1980,436,2332,1840,257,-666666666,1260,1036,59,977,3209,27.6,3209,196,2865,94,134,1036,998,13,089,022013,DeKalb,25.43,13.97,5.69,96.33
Census Tract 220.14; DeKalb County; Georgia,38292,2835,1547,1523,109,1593,1036,90,119200,1142,728,43,685,2835,27.2,2835,0,2368,467,0,728,609,13,089,022014,DeKalb,54.57,8.69,5.91,83.65
Census Tract 220.15; DeKalb County; Georgia,90625,2368,6,1798,270,1924,1266,24,206500,1785,700,476,224,2368,35.3,2368,590,1096,671,5,700,665,13,089,022015,DeKalb,0.25,1.9,68.0,95.0
Census Tract 220.16; DeKalb County; Georgia,73118,3839,449,2435,510,2996,1988,283,202300,1451,1024,721,303,3839,35.5,3839,189,2487,1071,37,1024,950,13,089,022016,DeKalb,11.7,14.24,70.41,92.77
Census Tract 221; DeKalb County; Georgia,58683,3565,716,2334,474,2635,1779,52,261900,972,1321,634,687,3565,33.0,3565,844,2135,418,154,1321,1191,13,089,022100,DeKalb,20.08,2.92,47.99,90.16
Census Tract 222.03; DeKalb County; Georgia,86250,2347,358,1956,914,2052,1500,120,426700,1670,1019,266,753,2370,35.5,2370,951,685,642,44,1019,843,13,089,022203,DeKalb,15.25,8.0,26.1,82.73
Census Tract 222.05; DeKalb County; Georgia,76638,4357,230,2816,449,3350,2545,0,301900,1275,1600,852,748,4908,30.2,4908,1758,945,1185,996,1600,1560,13,089,022205,DeKalb,5.28,0.0,53.25,97.5
Census Tract 222.06; DeKalb County; Georgia,73969,2832,326,2489,653,2817,1991,155,332800,1706,1394,327,1067,2945,46.1,2945,908,902,721,96,1394,1310,13,089,022206,DeKalb,11.51,7.79,23.46,93.97
Census Tract 223.02; DeKalb County; Georgia,100268,3720,399,2889,1201,3097,2119,41,405500,1743,1768,1048,720,3728,39.1,3728,2773,449,364,47,1768,1647,13,089,022302,DeKalb,10.73,1.93,59.28,93.16
Census Tract 223.03; DeKalb County; Georgia,99669,3653,157,2847,1157,2997,2092,66,387300,1584,1761,1101,660,3653,39.9,3653,2717,286,187,347,1761,1678,13,089,022303,DeKalb,4.3,3.15,62.52,95.29
Census Tract 223.04; DeKalb County; Georgia,88472,3013,587,2372,772,2539,1831,175,373100,1093,1464,795,669,3013,34.9,3013,1594,489,611,247,1464,1425,13,089,022304,DeKalb,19.48,9.56,54.3,97.34
Census Tract 224.01; DeKalb County; Georgia,120000,3820,435,3318,1202,3522,2253,144,720900,2055,1984,1162,822,4002,37.9,4002,3033,142,376,399,1984,1934,13,089,022401,DeKalb,11.39,6.39,58.57,97.48
Census Tract 224.03; DeKalb County; Georgia,250001,4107,178,2856,1165,3237,1878,18,778600,1478,1440,1353,87,4107,44.6,4107,3731,19,179,231,1440,1401,13,089,022403,DeKalb,4.33,0.96,93.96,97.29
Census Tract 224.04; DeKalb County; Georgia,40191,1067,462,796,229,3265,1215,273,-666666666,1839,745,0,745,3293,21.1,3293,1811,963,246,165,745,610,13,089,022404,DeKalb,43.3,22.47,0.0,81.88
Census Tract 224.05; DeKalb County; Georgia,59519,862,154,611,247,2459,1145,42,631600,1713,424,98,326,2550,21.2,2550,1302,587,475,248,424,410,13,089,022405,DeKalb,17.87,3.67,23.11,96.7
Census Tract 225.01; DeKalb County; Georgia,109943,4423,883,2809,672,3207,1863,138,546100,1782,1777,639,1138,4451,36.2,4451,2142,1339,153,686,1777,1501,13,089,022501,DeKalb,19.96,7.41,35.96,84.47
Census Tract 225.02; DeKalb County; Georgia,205469,2644,61,1712,523,1802,1195,63,664700,1659,937,771,166,2644,42.0,2644,2336,0,147,152,937,927,13,089,022502,DeKalb,2.31,5.27,82.28,98.93
Census Tract 226.01; DeKalb County; Georgia,79550,4282,201,3107,1022,3440,1942,56,559800,1208,2111,1110,1001,4284,45.5,4284,3156,475,181,205,2111,1815,13,089,022601,DeKalb,4.69,2.88,52.58,85.98
Census Tract 226.02; DeKalb County; Georgia,154044,2513,50,1523,602,1683,1251,0,610400,1425,891,700,191,2513,39.1,2513,1793,95,236,87,891,852,13,089,022602,DeKalb,1.99,0.0,78.56,95.62
Census Tract 227; DeKalb County; Georgia,174750,5185,250,3253,856,3733,2693,111,766200,1718,1636,1348,288,5414,35.9,5414,3612,1051,160,396,1636,1581,13,089,022700,DeKalb,4.82,4.12,82.4,96.64
Census Tract 228; DeKalb County; Georgia,159821,3654,56,2374,872,3027,1936,65,661400,1621,1301,986,315,4178,38.1,4178,2891,582,129,280,1301,1292,13,089,022800,DeKalb,1.53,3.36,75.79,99.31
Census Tract 229; DeKalb County; Georgia,108895,4180,194,3340,873,3527,2651,39,416100,1606,1940,1405,535,4198,43.9,4198,2924,903,179,158,1940,1776,13,089,022900,DeKalb,4.64,1.47,72.42,91.55
Census Tract 230; DeKalb County; Georgia,121776,2386,101,1834,695,1964,1292,0,518700,1618,1069,765,304,2403,48.3,2403,1855,308,46,93,1069,1007,13,089,023000,DeKalb,4.23,0.0,71.56,94.2
Census Tract 231.01; DeKalb County; Georgia,69179,4025,299,3299,845,3524,2550,258,277000,1197,1624,1037,587,4033,39.5,4033,1357,2423,36,96,1624,1431,13,089,023101,DeKalb,7.43,10.12,63.85,88.12
Census Tract 231.02; DeKalb County; Georgia,54056,3108,464,2348,518,2491,1587,61,419900,937,1414,738,676,3131,43.2,3131,1402,1427,15,38,1414,1066,13,089,023102,DeKalb,14.93,3.84,52.19,75.39
Census Tract 231.07; DeKalb County; Georgia,66455,4289,815,3339,724,3575,2524,206,195400,1242,1556,1080,476,4289,38.2,4289,1117,2858,48,112,1556,1404,13,089,023107,DeKalb,19.0,8.16,69.41,90.23
Census Tract 231.08; DeKalb County; Georgia,37245,4065,980,2834,394,3251,1886,233,143800,1240,1473,664,809,4065,38.6,4065,283,3628,92,50,1473,1172,13,089,023108,DeKalb,24.11,12.35,45.08,79.57
Census Tract 231.11; DeKalb County; Georgia,45795,2259,498,1616,329,1931,1114,244,161700,1465,702,472,230,2263,40.2,2263,93,1979,49,149,702,651,13,089,023111,DeKalb,22.05,21.9,67.24,92.74
Census Tract 231.12; DeKalb County; Georgia,37198,3978,926,2913,575,3177,2266,120,206200,1074,1767,319,1448,3978,36.0,3978,288,3105,13,318,1767,1439,13,089,023112,DeKalb,23.28,5.3,18.05,81.44
Census Tract 231.13; DeKalb County; Georgia,46000,3232,609,2342,842,2531,2019,94,359500,987,1484,496,988,3232,31.5,3232,951,1551,539,34,1484,1377,13,089,023113,DeKalb,18.84,4.66,33.42,92.79
Census Tract 231.14; DeKalb County; Georgia,50069,3849,621,2847,572,3223,2055,393,148300,1171,1307,924,383,3855,41.1,3855,326,2769,105,205,1307,1210,13,089,023114,DeKalb,16.13,19.12,70.7,92.58
Census Tract 231.15; DeKalb County; Georgia,-666666666,14,5,1476,119,1803,0,0,-666666666,-666666666,0,0,0,1803,33.3,1803,254,1259,0,162,0,0,13,089,023115,DeKalb,35.71,,,
Census Tract 232.09; DeKalb County; Georgia,77917,5544,607,3705,887,4321,2935,130,167300,1685,1707,1357,350,5608,35.6,5608,386,4989,81,122,1707,1575,13,089,023209,DeKalb,10.95,4.43,79.5,92.27
Census Tract 232.11; DeKalb County; Georgia,67870,3850,392,2545,427,2982,2266,56,227800,1323,1446,881,565,3850,36.6,3850,79,3379,32,197,1446,1318,13,089,023211,DeKalb,10.18,2.47,60.93,91.15
Census Tract 232.12; DeKalb County; Georgia,64698,3350,460,2586,389,2906,2047,248,182900,1460,1327,837,490,3358,40.2,3358,44,3147,4,58,1327,1242,13,089,023212,DeKalb,13.73,12.12,63.07,93.59
Census Tract 232.13; DeKalb County; Georgia,64524,7606,1769,5007,762,5987,4105,441,217200,1237,2000,1023,977,7620,32.9,7620,254,7165,0,89,2000,1732,13,089,023213,DeKalb,23.26,10.74,51.15,86.6
Census Tract 232.14; DeKalb County; Georgia,60647,5797,767,3486,550,4144,3086,424,219100,1487,2067,720,1347,5797,31.3,5797,171,5461,23,68,2067,1863,13,089,023214,DeKalb,13.23,13.74,34.83,90.13
Census Tract 232.15; DeKalb County; Georgia,48417,4233,934,2660,246,3493,2198,70,196100,1740,1397,1198,199,4233,32.8,4233,205,3252,444,78,1397,1320,13,089,023215,DeKalb,22.06,3.18,85.76,94.49
Census Tract 232.16; DeKalb County; Georgia,66105,4328,238,3139,730,3519,2285,616,158100,1194,1632,1127,505,4337,46.8,4337,122,4171,11,55,1632,1544,13,089,023216,DeKalb,5.5,26.96,69.06,94.61
Census Tract 232.17; DeKalb County; Georgia,70018,4227,841,3363,706,3603,2155,146,196300,1298,1305,956,349,4231,42.1,4231,229,3812,24,111,1305,1292,13,089,023217,DeKalb,19.9,6.77,73.26,99.0
Census Tract 232.18; DeKalb County; Georgia,33899,2906,970,1598,258,2001,1713,335,120300,1322,1134,94,1040,2906,27.4,2906,136,2555,48,32,1134,936,13,089,023218,DeKalb,33.38,19.56,8.29,82.54
Census Tract 232.19; DeKalb County; Georgia,66094,4394,720,2431,390,3321,2291,300,213000,1741,1017,816,201,4398,28.8,4398,412,3195,770,194,1017,934,13,089,023219,DeKalb,16.39,13.09,80.24,91.84
Census Tract 232.20; DeKalb County; Georgia,61795,2938,520,2123,361,2649,1710,29,181300,1577,1080,692,388,2967,38.8,2967,301,2047,264,113,1080,986,13,089,023220,DeKalb,17.7,1.7,64.07,91.3
Census Tract 232.21; DeKalb County; Georgia,69761,3563,253,2661,357,2982,2189,265,160100,1305,1007,807,200,3568,40.0,3568,288,2638,40,416,1007,951,13,089,023221,DeKalb,7.1,12.11,80.14,94.44
Census Tract 232.22; DeKalb County; Georgia,44357,4192,1048,2413,257,3214,2221,165,168000,1211,1601,504,1097,4192,27.3,4192,323,3712,0,74,1601,1316,13,089,023222,DeKalb,25.0,7.43,31.48,82.2
Census Tract 233.11; DeKalb County; Georgia,80233,5205,880,3502,558,4213,2735,273,239500,1709,1691,1246,445,5205,37.8,5205,136,4736,0,201,1691,1459,13,089,023311,DeKalb,16.91,9.98,73.68,86.28
Census Tract 233.13; DeKalb County; Georgia,59054,5589,521,3843,784,4353,3040,331,155300,1688,1683,1186,497,5589,34.1,5589,79,5438,0,105,1683,1539,13,089,023313,DeKalb,9.32,10.89,70.47,91.44
Census Tract 233.15; DeKalb County; Georgia,79380,7506,479,4810,584,5748,3634,464,240800,1538,2289,2008,281,7509,39.6,7509,312,6720,155,206,2289,1952,13,089,023315,DeKalb,6.38,12.77,87.72,85.28
Census Tract 233.17; DeKalb County; Georgia,27458,3406,1341,2327,287,2501,1614,137,-666666666,1126,1621,977,644,3410,38.0,3410,373,2926,0,234,1621,1006,13,089,023317,DeKalb,39.37,8.49,60.27,62.06
Census Tract 233.18; DeKalb County; Georgia,87813,3904,179,2341,671,3138,2027,67,240000,1263,1212,997,215,3904,42.3,3904,129,3183,155,362,1212,1175,13,089,023318,DeKalb,4.59,3.31,82.26,96.95
Census Tract 233.19; DeKalb County; Georgia,71233,2928,360,1913,389,2204,1569,102,192000,1323,1282,702,580,2928,31.7,2928,58,2715,0,130,1282,1067,13,089,023319,DeKalb,12.3,6.5,54.76,83.23
Census Tract 233.20; DeKalb County; Georgia,34663,3789,863,2410,520,3076,2065,177,-666666666,1449,1593,107,1486,3960,27.5,3960,61,3679,0,159,1593,1014,13,089,023320,DeKalb,22.78,8.57,6.72,63.65
Census Tract 233.21; DeKalb County; Georgia,61211,4407,943,2809,300,3701,2892,375,149800,1186,1602,246,1356,4466,31.5,4466,0,4396,22,48,1602,1076,13,089,023321,DeKalb,21.4,12.97,15.36,67.17
Census Tract 233.22; DeKalb County; Georgia,44280,3154,161,1744,233,2548,1836,300,214500,1391,984,443,541,3157,28.7,3157,41,2812,183,36,984,938,13,089,023322,DeKalb,5.1,16.34,45.02,95.33
Census Tract 233.23; DeKalb County; Georgia,71157,3935,667,2968,534,3435,2277,169,230700,1443,1145,962,183,3940,39.8,3940,140,3524,267,30,1145,1040,13,089,023323,DeKalb,16.95,7.42,84.02,90.83
Census Tract 233.24; DeKalb County; Georgia,100446,3587,144,2654,834,3151,2194,107,279800,1626,1277,1008,269,3587,45.1,3587,32,3511,37,7,1277,1217,13,089,023324,DeKalb,4.01,4.88,78.94,95.3
Census Tract 233.25; DeKalb County; Georgia,97232,4923,246,3595,911,4198,3056,69,275600,1945,1544,1315,229,4923,40.5,4923,123,4732,0,271,1544,1533,13,089,023325,DeKalb,5.0,2.26,85.17,99.29
